LINE, GTIN, ATC, NAME, UNIT, TYPE
14817,EAN7680613330096,N06AX11,Mirtazap-Mepha 45 Filmtabletten,1350,mg
14818,EAN7680613330102,N06AX11,Mirtazap-Mepha 45 Filmtabletten,4500,mg
14819,EAN7680613340019,G03AA15,Madinette Filmtabletten,NA,mg
14820,EAN7680613340026,G03AA15,Madinette Filmtabletten,NA,mg
14821,EAN7680613340033,G03AA15,Madinette Filmtabletten,NA,mg
14822,EAN7680613360024,B05BA10,Numeta Neo neue Formulierung, Infusionslösung zur totalen parenteralen Ernährung,NA,mg
14823,EAN7680613370016,G03AA07,Levomin Filmtabletten,NA,mg
14824,EAN7680613370023,G03AA07,Levomin Filmtabletten,NA,mg
14825,EAN7680613370030,G03AA07,Levomin 30 Filmtabletten,NA,mg
14826,EAN7680613370047,G03AA07,Levomin 30 Filmtabletten,NA,mg
14827,EAN7680613380015,J01DC02,Cefuroxim Fresenius i.v. 750 mg Pulver zur Herstellung einer i.v. Lösung,7500,mg
14828,EAN7680613380022,J01DC02,Cefuroxim Fresenius i.v. 1500 mg Pulver zur Herstellung einer i.v. Lösung,15000,mg
14829,EAN7680613400010,B01AC04,Clopidrax Filmtabletten,2100,mg
14830,EAN7680613400027,B01AC04,Clopidrax Filmtabletten,6300,mg
14831,EAN7680613420018,N06AX11,Mirtazapin-Mepha 30 Lactab,300,mg
14832,EAN7680613420025,N06AX11,Mirtazapin-Mepha 30 Lactab,900,mg
14833,EAN7680613420032,N06AX11,Mirtazapin-Mepha 30 Lactab,3000,mg
14834,EAN7680613420049,N06AX11,Mirtazapin-Mepha 45 Lactab,1350,mg
14835,EAN7680613420056,N06AX11,Mirtazapin-Mepha 45 Lactab,4500,mg
14836,EAN7680613420063,N06AX11,Mirtazapin-Mepha 15 Lactab,150,mg
14837,EAN7680613420070,N06AX11,Mirtazapin-Mepha 15 Lactab,450,mg
14838,EAN7680613420087,N06AX11,Mirtazapin-Mepha 15 Lactab,1500,mg
14839,EAN7680613440016,N06AX11,Mirtazapin Streuli 30 mg Filmtabletten,300,mg
14840,EAN7680613440023,N06AX11,Mirtazapin Streuli 30 mg Filmtabletten,900,mg
14841,EAN7680613440030,N06AX11,Mirtazapin Streuli 30 mg Filmtabletten,3000,mg
14842,EAN7680613440047,N06AX11,Mirtazapin Streuli 45 mg Filmtabletten,1350,mg
14843,EAN7680613440054,N06AX11,Mirtazapin Streuli 45 mg Filmtabletten,4500,mg
14844,EAN7680613480012,R05CB01,N-Acetylcysteine Alpex 200 mg Brausetabletten,2000,mg
14845,EAN7680613480029,R05CB01,N-Acetylcysteine Alpex 200 mg Brausetabletten,4000,mg
14846,EAN7680613480036,R05CB01,N-Acetylcysteine Alpex 600 mg Brausetabletten,3600,mg
14847,EAN7680613480043,R05CB01,N-Acetylcysteine Alpex 600 mg Brausetabletten,7200,mg
14848,EAN7680613480050,R05CB01,N-Acetylcysteine Alpex 600 mg Brausetabletten,6000,mg
14849,EAN7680613480067,R05CB01,N-Acetylcysteine Alpex 600 mg Brausetabletten,12000,mg
14850,EAN7680613500024,R05,Umckaloabo Filmtabletten,600,mg
14851,EAN7680613500031,R05,Umckaloabo Filmtabletten,1200,mg
14852,EAN7680613530014,G03CA03,Ellavie spray transdermal,NA,mg
14853,EAN7680613540013,A02BC02,Acido-X magensaftresistente Filmtabletten,140,mg
14854,EAN7680613540020,A02BC02,Acido-X magensaftresistente Filmtabletten,280,mg
14855,EAN7680613540037,A02BC02,Refluxol magensaftresistente Filmtabletten,140,mg
14856,EAN7680613540044,A02BC02,Refluxol magensaftresistente Filmtabletten,280,mg
14857,EAN7680613550012,G03AA14,Zoely Filmtabletten,NA,mg
14858,EAN7680613550029,G03AA14,Zoely Filmtabletten,NA,mg
14859,EAN7680613560110,N06AX11,Mirtazap-Mepha oro 15 Schmelztabletten,90,mg
14860,EAN7680613560127,N06AX11,Mirtazap-Mepha oro 15 Schmelztabletten,450,mg
14861,EAN7680613560134,N06AX11,Mirtazap-Mepha oro 15 Schmelztabletten,1440,mg
14862,EAN7680613560141,N06AX11,Mirtazap-Mepha oro 30 Schmelztabletten,900,mg
14863,EAN7680613560158,N06AX11,Mirtazap-Mepha oro 30 Schmelztabletten,2880,mg
14864,EAN7680613590018,D06AX01,Fusicutan Creme,300,mg
14865,EAN7680613590025,D06AX01,Fusicutan Creme,600,mg
14866,EAN7680613610013,G02CX03,Agnus castus-Mepha Lactab,NA,mg
14867,EAN7680613610020,G02CX03,Agnus castus-Mepha Lactab,NA,mg
14868,EAN7680613630011,A12AX01,Natecal D compresse orodispersibili,NA,mg
14869,EAN7680613630028,A12AX01,Natecal D compresse orodispersibili,NA,mg
14870,EAN7680613640072,C10AA05,Atorvastatin Actavis 10 mg Filmtabletten,300,mg
14871,EAN7680613640089,C10AA05,Atorvastatin Actavis 10 mg Filmtabletten,1000,mg
14872,EAN7680613640096,C10AA05,Atorvastatin Actavis 20 mg Filmtabletten,600,mg
14873,EAN7680613640102,C10AA05,Atorvastatin Actavis 20 mg Filmtabletten,2000,mg
14874,EAN7680613640119,C10AA05,Atorvastatin Actavis 40 mg Filmtabletten,1200,mg
14875,EAN7680613640126,C10AA05,Atorvastatin Actavis 40 mg Filmtabletten,4000,mg
14876,EAN7680613640133,C10AA05,Atorvastatin Actavis 80 mg Filmtabletten,2400,mg
14877,EAN7680613640140,C10AA05,Atorvastatin Actavis 80 mg Filmtabletten,8000,mg
14878,EAN7680613640157,C10AA05,Atorvastatin Actavis 10 mg Filmtabletten,1000,mg
14879,EAN7680613640164,C10AA05,Atorvastatin Actavis 20 mg Filmtabletten,2000,mg
14880,EAN7680613640171,C10AA05,Atorvastatin Actavis 40 mg Filmtabletten,4000,mg
14881,EAN7680613640188,C10AA05,Atorvastatin Actavis 80 mg Filmtabletten,8000,mg
14882,EAN7680613640195,C10AA05,Atorvastatin-Mepha Teva 10 mg Filmtabletten,300,mg
14883,EAN7680613640201,C10AA05,Atorvastatin-Mepha Teva 10 mg Filmtabletten,1000,mg
14884,EAN7680613640218,C10AA05,Atorvastatin-Mepha Teva 10 mg Filmtabletten,1000,mg
14885,EAN7680613640225,C10AA05,Atorvastatin-Mepha Teva 20 mg Filmtabletten,600,mg
14886,EAN7680613640232,C10AA05,Atorvastatin-Mepha Teva 20 mg Filmtabletten,2000,mg
14887,EAN7680613640249,C10AA05,Atorvastatin-Mepha Teva 20 mg Filmtabletten,2000,mg
14888,EAN7680613640256,C10AA05,Atorvastatin-Mepha Teva 40 mg Filmtabletten,1200,mg
14889,EAN7680613640263,C10AA05,Atorvastatin-Mepha Teva 40 mg Filmtabletten,4000,mg
14890,EAN7680613640270,C10AA05,Atorvastatin-Mepha Teva 40 mg Filmtabletten,4000,mg
14891,EAN7680613640287,C10AA05,Atorvastatin-Mepha Teva 80 mg Filmtabletten,2400,mg
14892,EAN7680613640294,C10AA05,Atorvastatin-Mepha Teva 80 mg Filmtabletten,8000,mg
14893,EAN7680613640300,C10AA05,Atorvastatin-Mepha Teva 80 mg Filmtabletten,8000,mg
14894,EAN7680613650019,G04CA02,Tamsulosin T Sandoz Retardtabletten,NA,mg
14895,EAN7680613650026,G04CA02,Tamsulosin T Sandoz Retardtabletten,NA,mg
14896,EAN7680613650033,G04CA02,Tamsulosin T Sandoz Retardtabletten,NA,mg
14897,EAN7680613660025,A07DA03,Imodium Softkapseln,12,mg
14898,EAN7680613660049,A07DA03,Imodium Softkapseln,24,mg
14899,EAN7680613660056,A07DA03,Imodium Softkapseln,36,mg
14900,EAN7680613670017,N05CP03,Hypericum-Mepha 250 Lactab,NA,mg
14901,EAN7680613670024,N05CP03,Hypericum-Mepha 250 Lactab,NA,mg
14902,EAN7680613670031,N05CP03,Hypericum-Mepha 250 Lactab,NA,mg
14903,EAN7680613670048,N05CP03,Hypericum-Mepha 500 Lactab,NA,mg
14904,EAN7680613670055,N05CP03,Hypericum-Mepha 500 Lactab,NA,mg
14905,EAN7680613680016,R05CB03,Rhinatussol Adultes sirop,10000,mg
14906,EAN7680613680023,R05CB03,Rhinatussol Adultes sirop,12500,mg
14907,EAN7680613720019,A02BC02,Pantoprazol antacid Sandoz magensaftresistente Filmtabletten,140,mg
14908,EAN7680613720026,A02BC02,Pantoprazol antacid Sandoz magensaftresistente Filmtabletten,280,mg
14909,EAN7680613740017,N05AH04,Quetiapin Sandoz 25 mg Filmtabletten,1500,mg
14910,EAN7680613740024,N05AH04,Quetiapin Sandoz 100 mg Filmtabletten,6000,mg
14911,EAN7680613740031,N05AH04,Quetiapin Sandoz 100 mg Filmtabletten,10000,mg
14912,EAN7680613740048,N05AH04,Quetiapin Sandoz 200 mg Filmtabletten,12000,mg
14913,EAN7680613740055,N05AH04,Quetiapin Sandoz 200 mg Filmtabletten,20000,mg
14914,EAN7680613740062,N05AH04,Quetiapin Sandoz 300 mg Filmtabletten,18000,mg
14915,EAN7680613740079,N05AH04,Quetiapin Sandoz 300 mg Filmtabletten,30000,mg
14916,EAN7680613750016,N03AX12,Gabapentin Sandoz eco 100 Kapseln,5000,mg
14917,EAN7680613750023,N03AX12,Gabapentin Sandoz eco 100 Kapseln,10000,mg
14918,EAN7680613750030,N03AX12,Gabapentin Sandoz eco 300 Kapseln,15000,mg
14919,EAN7680613750047,N03AX12,Gabapentin Sandoz eco 300 Kapseln,30000,mg
14920,EAN7680613750054,N03AX12,Gabapentin Sandoz eco 400 Kapseln,20000,mg
14921,EAN7680613750061,N03AX12,Gabapentin Sandoz eco 400 Kapseln,40000,mg
14922,EAN7680613760022,R01AA07,Nasenspray Neo Spirig HC 0.1% Dosierspray,15,mg
14923,EAN7680613760039,R01AA07,Nasenspray Neo Spirig HC 005%, Dosierspray,5,mg
14924,EAN7680613770014,G04BE03,Sildenafil-Mepha 25 mg Lactab,100,mg
14925,EAN7680613770021,G04BE03,Sildenafil-Mepha 25 mg Lactab,300,mg
14926,EAN7680613770038,G04BE03,Sildenafil-Mepha 50 mg Lactab,200,mg
14927,EAN7680613770045,G04BE03,Sildenafil-Mepha 50 mg Lactab,600,mg
14928,EAN7680613770052,G04BE03,Sildenafil-Mepha 100 mg Lactab,400,mg
14929,EAN7680613770069,G04BE03,Sildenafil-Mepha 100 mg Lactab,1200,mg
14930,EAN7680613770076,G04BE03,Sildenafil-Mepha 50 mg Lactab,1200,mg
14931,EAN7680613770083,G04BE03,Sildenafil-Mepha 100 mg Lactab,2400,mg
14932,EAN7680613840014,V01AA02,Oralair 100 IR und 300 IR Sublingualtabletten,NA,mg
14933,EAN7680613840021,V01AA02,Oralair 300 IR Sublingualtabletten,NA,mg
14934,EAN7680613840038,V01AA02,Oralair 300 IR Sublingualtabletten,NA,mg
14935,EAN7680613850068,B01AE07,Pradaxa 110 mg Kapseln,3300,mg
14936,EAN7680613850075,B01AE07,Pradaxa 110 mg Kapseln,6600,mg
14937,EAN7680613850105,B01AE07,Pradaxa 110 mg Kapseln,19800,mg
14938,EAN7680613850112,B01AE07,Pradaxa 150 mg Kapseln,4500,mg
14939,EAN7680613850129,B01AE07,Pradaxa 150 mg Kapseln,9000,mg
14940,EAN7680613850136,B01AE07,Pradaxa 150 mg Kapseln,27000,mg
14941,EAN7680613850143,B01AE07,Pradaxa 110 mg Kapseln,3300,mg
14942,EAN7680613850150,B01AE07,Pradaxa 110 mg Kapseln,6600,mg
14943,EAN7680613850167,B01AE07,Pradaxa 110 mg Kapseln,19800,mg
14944,EAN7680613850174,B01AE07,Pradaxa 150 mg Kapseln,4500,mg
14945,EAN7680613850181,B01AE07,Pradaxa 150 mg Kapseln,9000,mg
14946,EAN7680613850198,B01AE07,Pradaxa 150 mg Kapseln,27000,mg
14947,EAN7680613890019,B01AC24,Brilique 90 mg Filmtabletten,5040,mg
14948,EAN7680613890026,B01AC24,Brilique 90 mg Filmtabletten,9000,mg
14949,EAN7680613890033,B01AC24,Brilique 90 mg Filmtabletten,15120,mg
14950,EAN7680613890040,B01AC24,Brilique 60 mg Filmtabletten,3360,mg
14951,EAN7680613890057,B01AC24,Brilique 60 mg Filmtabletten,10080,mg
14952,EAN7680613900015,M09AB02,Xiapex Pulver und Lösungsmittel zur Herstellung einer Injektionslösung,0.9,mg
14953,EAN7680613930074,C09DA03,Co-Valsartan Spirig HC 80/125 mg, Filmtabletten,NA,mg
14954,EAN7680613930081,C09DA03,Co-Valsartan Spirig HC 80/125 mg, Filmtabletten,NA,mg
14955,EAN7680613930098,C09DA03,Co-Valsartan Spirig HC 160/125 mg, Filmtabletten,NA,mg
14956,EAN7680613930104,C09DA03,Co-Valsartan Spirig HC 160/125 mg, Filmtabletten,NA,mg
14957,EAN7680613930111,C09DA03,Co-Valsartan Spirig HC 160/25 mg Filmtabletten,NA,mg
14958,EAN7680613930128,C09DA03,Co-Valsartan Spirig HC 160/25 mg Filmtabletten,NA,mg
14959,EAN7680614020033,N02BE01,Paracetamol Actavis 500 mg Filmtabletten,10000,mg
14960,EAN7680614020040,N02BE01,Paracetamol Actavis 500 mg Filmtabletten,50000,mg
14961,EAN7680614020057,N02BE01,Paracetamol Actavis 500 mg Filmtabletten,50000,mg
14962,EAN7680614020064,N02BE01,Paracetamol-Mepha 500 mg Lactab,10000,mg
14963,EAN7680614020071,N02BE01,Paracetamol-Mepha 500 mg Lactab,50000,mg
14964,EAN7680614020088,N02BE01,Paracetamol-Mepha 500 mg Lactab,50000,mg
14965,EAN7680614040017,L01CD02,Docetaxel Sandoz 20 mg/2 ml Infusionskonzentrat,20,mg
14966,EAN7680614040024,L01CD02,Docetaxel Sandoz 80 mg/8 ml Infusionskonzentrat,80,mg
14967,EAN7680614050016,A07EA06,Budenofalk Uno 9 mg granulé gastrorésistant,540,mg
14968,EAN7680614050023,A07EA06,Budenofalk Uno 9 mg granulé gastrorésistant,180,mg
14969,EAN7680614070014,A02BC02,GastroPant Mepha Lactab,140,mg
14970,EAN7680614070021,A02BC02,GastroPant Mepha Lactab,280,mg
14971,EAN7680614080013,R05FB01,Melissosan Halspastillen,NA,mg
14972,EAN7680614100018,C10AA05,Atorvastatin Helvepharm 10 mg Filmtabletten,300,mg
14973,EAN7680614100025,C10AA05,Atorvastatin Helvepharm 10 mg Filmtabletten,1000,mg
14974,EAN7680614100032,C10AA05,Atorvastatin Helvepharm 20 mg Filmtabletten,600,mg
14975,EAN7680614100049,C10AA05,Atorvastatin Helvepharm 20 mg Filmtabletten,2000,mg
14976,EAN7680614100056,C10AA05,Atorvastatin Helvepharm 40 mg Filmtabletten,1200,mg
14977,EAN7680614100063,C10AA05,Atorvastatin Helvepharm 40 mg Filmtabletten,4000,mg
14978,EAN7680614100070,C10AA05,Atorvastatin Helvepharm 80 mg Filmtabletten,2400,mg
14979,EAN7680614100087,C10AA05,Atorvastatin Helvepharm 80 mg Filmtabletten,8000,mg
14980,EAN7680614210014,H01AC01,Genotropin 5 mg Injektionspräparat im vorgefüllten Pen GoQuick,5,mg
14981,EAN7680614210021,H01AC01,Genotropin 5 mg Injektionspräparat im vorgefüllten Pen GoQuick,25,mg
14982,EAN7680614210038,H01AC01,Genotropin 12 mg Injektionspräparat im vorgefüllten Peno GoQuick,12,mg
14983,EAN7680614210045,H01AC01,Genotropin 12 mg Injektionspräparat im vorgefüllten Peno GoQuick,60,mg
14984,EAN7680614250010,B05BA10,Numeta Ped G16% E Infusionslösung zur totalen parenteralen Ernährung,NA,mg
14985,EAN7680614250027,B05BA10,Numeta Ped G19% E Infusionslösung zur totalen parenteralen Ernährung,NA,mg
14986,EAN7680614280017,N02BE01,Dololur 500 mg Filmtabletten,10000,mg
14987,EAN7680614280024,N02BE01,Dololur 500 mg Filmtabletten,50000,mg
14988,EAN7680614310011,N01BX04,Qutenza kutanes Pflaster,179,mg
14989,EAN7680614310028,N01BX04,Qutenza kutanes Pflaster,358,mg
14990,EAN7680614320034,L02BG04,Letrozol Actavis 2.5 mg Filmtabletten,75,mg
14991,EAN7680614320065,L02BG04,Letrozol Actavis 2.5 mg Filmtabletten,250,mg
14992,EAN7680614320089,L02BG04,Letrozol Actavis 2.5 mg Filmtabletten,75,mg
14993,EAN7680614320102,L02BG04,Letrozol Actavis 2.5 mg Filmtabletten,250,mg
14994,EAN7680614320119,L02BG04,Letrozol-Mepha 2.5 mg Filmtabletten,75,mg
14995,EAN7680614320126,L02BG04,Letrozol-Mepha 2.5 mg Filmtabletten,250,mg
14996,EAN7680614320133,L02BG04,Letrozol-Mepha 2.5 mg Filmtabletten,75,mg
14997,EAN7680614320140,L02BG04,Letrozol-Mepha 2.5 mg Filmtabletten,250,mg
14998,EAN7680614330019,C10AB11,Trilipix 45 mg Retardkapseln,1350,mg
14999,EAN7680614330033,C10AB11,Trilipix 135 mg Retardkapseln,4050,mg
15000,EAN7680614350055,N06AX11,Mirtazapin Sandoz eco 15 mg Schmelztabletten,90,mg
15001,EAN7680614350062,N06AX11,Mirtazapin Sandoz eco 15 mg Schmelztabletten,450,mg
15002,EAN7680614350079,N06AX11,Mirtazapin Sandoz eco 30 mg Schmelztabletten,900,mg
15003,EAN7680614350086,N06AX11,Mirtazapin Sandoz eco 30 mg Schmelztabletten,2880,mg
15004,EAN7680614360016,V03AX70,Herbamel Halspastillen,NA,mg
15005,EAN7680614410018,R05DA09,Bisolvon Dextromethorphan sirop,292,mg
15006,EAN7680614420017,N02BE01,Paracetamol  Fresenius 1g Infusionslösung,1000,mg
15007,EAN7680614420024,N02BE01,Paracetamol  Fresenius 1g Infusionslösung,10000,mg
15008,EAN7680614420031,N02BE01,Paracetamol  Fresenius 1g Infusionslösung,12000,mg
15009,EAN7680614420055,N02BE01,Paracetamol  Fresenius Infant 500mg Infusionslösung,500,mg
15010,EAN7680614420062,N02BE01,Paracetamol  Fresenius Infant 500mg Infusionslösung,5000,mg
15011,EAN7680614420079,N02BE01,Paracetamol  Fresenius Infant 500mg Infusionslösung,6000,mg
15012,EAN7680614420093,N02BE01,Paracetamol  Fresenius 1g Infusionslösung,20000,mg
15013,EAN7680614420109,N02BE01,Paracetamol  Fresenius 1g Infusionslösung,50000,mg
15014,EAN7680614420116,N02BE01,Paracetamol  Fresenius 1g Infusionslösung,60000,mg
15015,EAN7680614420123,N02BE01,Paracetamol  Fresenius Infant 500mg Infusionslösung,10000,mg
15016,EAN7680614420130,N02BE01,Paracetamol  Fresenius Infant 500mg Infusionslösung,25000,mg
15017,EAN7680614420147,N02BE01,Paracetamol  Fresenius Infant 500mg Infusionslösung,30000,mg
15018,EAN7680614430061,L04AA13,Leflunomid Gebro 10 mg Filmtabletten,300,mg
15019,EAN7680614430078,L04AA13,Leflunomid Gebro 10 mg Filmtabletten,1000,mg
15020,EAN7680614430085,L04AA13,Leflunomid Gebro 20 mg Filmtabletten,600,mg
15021,EAN7680614430092,L04AA13,Leflunomid Gebro 20 mg Filmtabletten,2000,mg
15022,EAN7680614430108,L04AA13,Leflunomid Gebro 100 mg Filmtabletten,300,mg
15023,EAN7680614430115,L04AA13,Leflunomid Gebro 10 mg Filmtabletten,300,mg
15024,EAN7680614430122,L04AA13,Leflunomid Gebro 10 mg Filmtabletten,1000,mg
15025,EAN7680614430139,L04AA13,Leflunomid Gebro 20 mg Filmtabletten,600,mg
15026,EAN7680614430146,L04AA13,Leflunomid Gebro 20 mg Filmtabletten,2000,mg
15027,EAN7680614460013,R06AX29,Bilaxten 20 mg Tabletten,200,mg
15028,EAN7680614460020,R06AX29,Bilaxten 20 mg Tabletten,400,mg
15029,EAN7680614460037,R06AX29,Bilaxten 20 mg Tabletten,600,mg
15030,EAN7680614460044,R06AX29,Bilaxten 20 mg Tabletten,800,mg
15031,EAN7680614460051,R06AX29,Bilaxten 20 mg Tabletten,1000,mg
15032,EAN7680614490010,L01BC05,Gemcitabin Sandoz 200 mg/5 ml Infusionskonzentrat,200,mg
15033,EAN7680614490027,L01BC05,Gemcitabin Sandoz 1000 mg/25 ml Infusionskonzentrat,1000,mg
15034,EAN7680614490034,L01BC05,Gemcitabin Sandoz 2000 mg/50 ml Infusionskonzentrat,2000,mg
15035,EAN7680614500016,A07BA01,Carbovit orale Suspension,15000,mg
15036,EAN7680614540012,C09XA53,Rasilamlo 150 mg/5 mg Filmtabletten,NA,mg
15037,EAN7680614540029,C09XA53,Rasilamlo 150 mg/5 mg Filmtabletten,NA,mg
15038,EAN7680614540036,C09XA53,Rasilamlo 150 mg/10 mg Filmtabletten,NA,mg
15039,EAN7680614540043,C09XA53,Rasilamlo 150 mg/10 mg Filmtabletten,NA,mg
15040,EAN7680614540050,C09XA53,Rasilamlo 300 mg/5 mg Filmtabletten,NA,mg
15041,EAN7680614540067,C09XA53,Rasilamlo 300 mg/5 mg Filmtabletten,NA,mg
15042,EAN7680614540074,C09XA53,Rasilamlo 300 mg/10 mg Filmtabletten,NA,mg
15043,EAN7680614540081,C09XA53,Rasilamlo 300 mg/10 mg Filmtabletten,NA,mg
15044,EAN7680614550011,N01AH06,Remifentanil Sandoz 1 mg Lyophilisat zur Herstellung einer Infusionslösung,5,mg
15045,EAN7680614550028,N01AH06,Remifentanil Sandoz 2 mg Lyophilisat zur Herstellung einer Infusionslösung,10,mg
15046,EAN7680614550035,N01AH06,Remifentanil Sandoz 5 mg Lyophilisat zur Herstellung einer Infusionslösung,25,mg
15047,EAN7680614600013,N06AX11,Mirtazapin Actavis 30 mg Filmtabletten,300,mg
15048,EAN7680614600020,N06AX11,Mirtazapin Actavis 30 mg Filmtabletten,900,mg
15049,EAN7680614600037,N06AX11,Mirtazapin Actavis 30 mg Filmtabletten,3000,mg
15050,EAN7680614600051,N06AX11,Mirtazapin Actavis 30 mg Filmtabletten,900,mg
15051,EAN7680614600068,N06AX11,Mirtazapin Actavis 30 mg Filmtabletten,3000,mg
15052,EAN7680614600075,N06AX11,Mirtazapin Actavis 45 mg Filmtabletten,1350,mg
15053,EAN7680614600082,N06AX11,Mirtazapin Actavis 45 mg Filmtabletten,4500,mg
15054,EAN7680614600099,N06AX11,Mirtazapin Actavis 45 mg Filmtabletten,1350,mg
15055,EAN7680614600105,N06AX11,Mirtazapin Actavis 45 mg Filmtabletten,4500,mg
15056,EAN7680614610012,A04A,Amavita Reisedragées Dragées,NA,mg
15057,EAN7680614660031,B01AC06,Cardioral capsula molle,2250,mg
15058,EAN7680614660048,B01AC06,Cardioral capsula molle,6750,mg
15059,EAN7680614660055,B01AC06,Cardioral capsula molle,2250,mg
15060,EAN7680614660062,B01AC06,Cardioral capsula molle,6750,mg
15061,EAN7680614670016,D11AX81,Actikerall Lösung,NA,mg
15062,EAN7680614700010,G04BX,Swidro Nieren- und Blasendragées,NA,mg
15063,EAN7680614700041,G04BX,Swidro Nieren- und Blasendragées,NA,mg
15064,EAN7680614710019,R05,M Classic Eucalyptus Gummipastillen zuckerfrei,NA,mg
15065,EAN7680614720070,C09DA03,Valsartan HCT Helvepharm 80/12.5 mg Filmtabletten,NA,mg
15066,EAN7680614720087,C09DA03,Valsartan HCT Helvepharm 80/12.5 mg Filmtabletten,NA,mg
15067,EAN7680614720094,C09DA03,Valsartan HCT Helvepharm 160/12.5 mg Filmtabletten,NA,mg
15068,EAN7680614720100,C09DA03,Valsartan HCT Helvepharm 160/12.5 mg Filmtabletten,NA,mg
15069,EAN7680614720117,C09DA03,Valsartan HCT Helvepharm 160/25 mg Filmtabletten,NA,mg
15070,EAN7680614720124,C09DA03,Valsartan HCT Helvepharm 160/25 mg Filmtabletten,NA,mg
15071,EAN7680614750015,J01DC02,Cefuroxim Labatec i.v. 750 mg poudre pour la préparation d'une solution injectable,750,mg
15072,EAN7680614750022,J01DC02,Cefuroxim Labatec i.v. 15 g, poudre pour la préparation d'une solution injectable ou pour perfusion,1500,mg
15073,EAN7680614750039,J01DC02,Cefuroxim Labatec i.v. 15 g, poudre pour la préparation d'une solution injectable ou pour perfusion,1500,mg
15074,EAN7680614750046,J01DC02,Cefuroxim Labatec i.v. 750 mg poudre pour la préparation d'une solution injectable,750,mg
15075,EAN7680614750053,J01DC02,Cefuroxim Labatec i.v. 15 g, poudre pour la préparation d'une solution injectable ou pour perfusion,15000,mg
15076,EAN7680614750060,J01DC02,Cefuroxim Labatec i.v. 15 g, poudre pour la préparation d'une solution injectable ou pour perfusion,15000,mg
15077,EAN7680614840013,S01BC03,Dicloabak 01% Augentropfen,10,mg
15078,EAN7680614850012,C09CA07,Telmisartan-Mepha 40mg Tabletten,1120,mg
15079,EAN7680614850029,C09CA07,Telmisartan-Mepha 40mg Tabletten,3920,mg
15080,EAN7680614850036,C09CA07,Telmisartan-Mepha 80mg Tabletten,2240,mg
15081,EAN7680614850043,C09CA07,Telmisartan-Mepha 80mg Tabletten,7840,mg
15082,EAN7680614850050,C09CA07,Telmisan-Mepha 40mg Tabletten,1120,mg
15083,EAN7680614850067,C09CA07,Telmisan-Mepha 40mg Tabletten,3920,mg
15084,EAN7680614850074,C09CA07,Telmisan-Mepha 80mg Tabletten,2240,mg
15085,EAN7680614850081,C09CA07,Telmisan-Mepha 80mg Tabletten,7840,mg
15086,EAN7680614910013,C09CA03,Valsartan Helvepharm 80mg Filmtabletten,2240,mg
15087,EAN7680614910020,C09CA03,Valsartan Helvepharm 80mg Filmtabletten,7840,mg
15088,EAN7680614910051,C09CA03,Valsartan-Helvepharm 40mg Filmtabletten,1120,mg
15089,EAN7680614910068,C09CA03,Valsartan Helvepharm 160mg Filmtabletten,4480,mg
15090,EAN7680614910075,C09CA03,Valsartan Helvepharm 160mg Filmtabletten,15680,mg
15091,EAN7680614920012,C09DA06,Co-Candesartan Sandoz 8/12.5 mg Tabletten,NA,mg
15092,EAN7680614920029,C09DA06,Co-Candesartan Sandoz 8/12.5 mg Tabletten,NA,mg
15093,EAN7680614920036,C09DA06,Co-Candesartan Sandoz 16/12.5 mg Tabletten,NA,mg
15094,EAN7680614920043,C09DA06,Co-Candesartan Sandoz 16/12.5 mg Tabletten,NA,mg
15095,EAN7680614920050,C09DA06,Co-Candesartan Sandoz 32/125 mg, Tabletten,NA,mg
15096,EAN7680614920067,C09DA06,Co-Candesartan Sandoz 32/125 mg, Tabletten,NA,mg
15097,EAN7680614920074,C09DA06,Co-Candesartan Sandoz 32/25 mg Tabletten,NA,mg
15098,EAN7680614920081,C09DA06,Co-Candesartan Sandoz 32/25 mg Tabletten,NA,mg
15099,EAN7680614960018,A02BC04,Rabeprazol Sandoz 10 mg magensaftresistente Filmtabletten,280,mg
15100,EAN7680614960025,A02BC04,Rabeprazol Sandoz 10 mg magensaftresistente Filmtabletten,560,mg
15101,EAN7680614960032,A02BC04,Rabeprazol Sandoz 20 mg magensaftresistente Filmtabletten,140,mg
15102,EAN7680614960049,A02BC04,Rabeprazol Sandoz 20 mg magensaftresistente Filmtabletten,280,mg
15103,EAN7680614960056,A02BC04,Rabeprazol Sandoz 20 mg magensaftresistente Filmtabletten,560,mg
15104,EAN7680614960063,A02BC04,Rabeprazol Sandoz 20 mg magensaftresistente Filmtabletten,1120,mg
15105,EAN7680614960070,A02BC04,Rabeprazol Sandoz 10 mg magensaftresistente Filmtabletten,140,mg
15106,EAN7680614970017,C09DA04,Irbesartan-HCT-Mepha 150mg/12.5mg Lactab,NA,mg
15107,EAN7680614970024,C09DA04,Irbesartan-HCT-Mepha 150mg/12.5mg Lactab,NA,mg
15108,EAN7680614970031,C09DA04,Irbesartan-HCT-Mepha 300mg/12.5mg Lactab,NA,mg
15109,EAN7680614970048,C09DA04,Irbesartan-HCT-Mepha 300mg/12.5mg Lactab,NA,mg
15110,EAN7680614970055,C09DA04,Irbesartan-HCT-Mepha 300mg/25mg Lactab,NA,mg
15111,EAN7680614970062,C09DA04,Irbesartan-HCT-Mepha 300mg/25mg Lactab,NA,mg
15112,EAN7680614990084,N03AX14,Levetiracetam Spirig HC 250 mg Filmtabletten,7500,mg
